ID,NAME,SURNAME,SENIORITY,TRANSPORT,TIME_MINUTES
39594,Ernest,Małż,3,Rower,40
39595,Ryszard,Kurzak,1,Skuter,30
39596,Maks,Zawodnik,3,Hulajnoga,63
39597,Radosław,Huczek,3,Samochód,68
39598,Julianna,Sojda,2,Samochód,71
39599,Tymoteusz,Beck,1,Samochód,48
39600,Kornelia,Rycerz,1,Skuter,71
39601,Patryk,Piguła,3,Pieszo,64
39602,Damian,Makulec,2,Pieszo,26
39603,Ignacy,Kopyto,2,Samochód,76
39604,Józef,Łuc,3,Hulajnoga,16
39605,Nicole,Potęga,2,Rower,0
39606,Julita,Nestorowicz,1,Samochód,44
39607,Bianka,Kopik,3,Hulajnoga,11
39608,Anita,Mydlarz,4,Hulajnoga,19
39609,Błażej,Bobak,3,Samochód,14
39610,Szymon,Bisaga,4,Skuter,76
39611,Michał,Gadzała,3,Rower,58
39612,Aleks,Kala,2,Skuter,35
39613,Krzysztof,Doroz,2,Skuter,25
39614,Kamila,Batóg,3,Pieszo,31
39615,Jakub,Linke,4,Samochód,52
39616,Aurelia,Szlufik,3,Rower,21
39617,Jerzy,Bieszke,2,Samochód,59
39618,Inga,Gogacz,3,Skuter,83
39619,Eryk,Ruchała,4,Samochód,60
39620,Adam,Ślęczka,4,Rower,56
39621,Krystyna,Szylar,3,Rower,32
39622,Filip,Pawliczak,1,Skuter,14
39623,Patryk,Pokrzywa,3,Pieszo,74
39624,Kamila,Falba,4,Hulajnoga,14
39625,Szymon,Mateusiak,4,Pieszo,52
39626,Gustaw,Kleinschmidt,1,Pieszo,33
39627,Leon,Hejduk,4,Hulajnoga,77
39628,Dawid,Szymajda,1,Hulajnoga,12
39629,Justyna,Zaborek,1,Samochód,84
39630,Nela,Nawój,4,Hulajnoga,65
39631,Przemysław,Szymaniuk,2,Pieszo,14
39632,Cezary,Grzelec,1,Rower,86
39633,Alan,Szczesiak,2,Skuter,83
39634,Karol,Fularczyk,4,Rower,41
39635,Urszula,Fabiańczyk,4,Skuter,29
39636,Aniela,Kapuścik,2,Hulajnoga,76
39637,Kamila,Kozok,2,Pieszo,60
39638,Kacper,Ciarka,3,Samochód,66
39639,Igor,Pietrusiewicz,4,Pieszo,37
39640,Krystyna,Antończak,3,Hulajnoga,0
39641,Mieszko,Baumgart,1,Skuter,38
39642,Liwia,Leoniak,2,Hulajnoga,78
39643,Ada,Gamrat,2,Skuter,81
39644,Gabriel,Pietryga,2,Pieszo,59
39645,Konrad,Welc,3,Rower,10
39646,Natasza,Rutowicz,3,Samochód,8
39647,Kamila,Pyś,3,Pieszo,89
39648,Gabriel,Maligłówka,2,Pieszo,57
39649,Mikołaj,Pakos,1,Hulajnoga,6
39650,Ksawery,Siemieńczuk,3,Pieszo,27
39651,Dariusz,Kręcichwost,4,Pieszo,26
39652,Albert,Strzoda,1,Rower,83
39653,Dorota,Bitner,3,Hulajnoga,71
39654,Michał,Stożek,2,Samochód,23
39655,Tymon,Janasz,4,Hulajnoga,48
39656,Adrianna,Kawula,2,Pieszo,22
39657,Mieszko,Kalka,4,Hulajnoga,38
39658,Dominik,Jasnoch,4,Pieszo,69
39659,Maksymilian,Ryszkiewicz,4,Hulajnoga,2
39660,Robert,Picheta,2,Rower,61
39661,Bartek,Rzeźniczak,2,Pieszo,46
39662,Damian,Wałdoch,1,Samochód,25
39663,Paweł,Szymała,1,Skuter,38
39664,Michał,Gonet,1,Skuter,57
39665,Fryderyk,Postawa,1,Rower,44
39666,Józef,Sierota,3,Rower,25
39667,Igor,Korpal,2,Skuter,49
39668,Franciszek,Danieluk,2,Hulajnoga,40
39669,Anita,Rubacha,4,Pieszo,83
39670,Kornelia,Olewniczak,2,Pieszo,27
39671,Leonard,Zajko,3,Skuter,83
39672,Oskar,Dydo,1,Samochód,29
39673,Malwina,Brzęk,3,Rower,58
39674,Grzegorz,Plebanek,1,Rower,60
39675,Julian,Krępa,4,Rower,86
39676,Robert,Bugno,2,Samochód,3
39677,Gustaw,Semenowicz,2,Skuter,66
39678,Oliwier,Wypiór,1,Rower,55
39679,Aurelia,Sztuczka,3,Samochód,18
39680,Natasza,Pernak,4,Skuter,45
39681,Róża,Przerwa,4,Hulajnoga,56
39682,Kornel,Makulec,4,Hulajnoga,87
39683,Gustaw,Kałwa,1,Skuter,6
39684,Nicole,Suchojad,2,Skuter,14
39685,Wiktor,Żal,2,Samochód,68
39686,Sylwia,Dulik,2,Samochód,41
39687,Kajetan,Marach,2,Samochód,21
39688,Borys,Miecznik,2,Pieszo,63
39689,Marianna,Pułka,3,Hulajnoga,35
39690,Agnieszka,Muniak,3,Rower,64
39691,Piotr,Czosnyka,3,Samochód,9
39692,Ida,Goworek,1,Rower,13
39693,Kamil,Szmaj,2,Hulajnoga,39
39694,Blanka,Apostel,1,Skuter,18
39695,Mikołaj,Patora,2,Skuter,40
39696,Julian,Łokaj,2,Rower,59
39697,Juliusz,Forma,2,Samochód,71
39698,Jakub,Chomiuk,4,Hulajnoga,10
39699,Natasza,Nicewicz,2,Skuter,48
39700,Ewelina,Obuchowicz,1,Hulajnoga,16
39701,Kalina,Drózd,4,Skuter,82
39702,Krystyna,Lew,3,Hulajnoga,68
39703,Karol,Szajek,1,Hulajnoga,80
39704,Adam,Lulek,3,Hulajnoga,63
39705,Marianna,Stożek,1,Samochód,5
39706,Lidia,Gregorowicz,3,Hulajnoga,68
39707,Sebastian,Kajdas,4,Samochód,83
39708,Apolonia,Szumny,4,Rower,56
39709,Melania,Cięciwa,4,Hulajnoga,29
39710,Dominik,Jop,4,Samochód,77
39711,Kornel,Matyjaszek,2,Skuter,41
39712,Alex,Serzysko,4,Hulajnoga,84
39713,Radosław,Buza,3,Hulajnoga,26
39714,Mariusz,Tylec,2,Pieszo,47
39715,Bruno,Stój,1,Hulajnoga,30
39716,Witold,Kurczak,3,Samochód,71
39717,Adam,Preś,1,Rower,52
39718,Hubert,Bereś,2,Hulajnoga,13
39719,Nataniel,Gorgol,3,Samochód,1
39720,Albert,Zackiewicz,1,Hulajnoga,85
39721,Alan,Wołoszczuk,2,Pieszo,67
39722,Stefan,Trzos,2,Skuter,66
39723,Leonard,Kuciak,4,Hulajnoga,76
39724,Inga,Wężyk,3,Samochód,85
39725,Anita,Żelazo,1,Samochód,77
39726,Maks,Flaga,4,Rower,30
39727,Liwia,Browarczyk,2,Samochód,32
39728,Monika,Kierepka,4,Samochód,54
39729,Stanisław,Wyrostek,2,Skuter,8
39730,Lidia,Igras,1,Skuter,48
39731,Fabian,Koleśnik,3,Hulajnoga,29
39732,Dawid,Nijak,2,Pieszo,30
39733,Gabriel,Klinger,3,Rower,75
39734,Ryszard,Teter,1,Hulajnoga,49
39735,Fryderyk,Sobisz,2,Pieszo,88
39736,Franciszek,Fedyk,3,Skuter,84
39737,Róża,Ludwik,3,Rower,59
39738,Cezary,Juraszczyk,4,Pieszo,52
39739,Ernest,Wowra,4,Hulajnoga,59
39740,Sandra,Chodak,4,Skuter,75
39741,Julian,Dłubak,1,Rower,56
39742,Witold,Balawender,4,Samochód,77
39743,Karina,Słomian,4,Rower,86
39744,Artur,Cygal,4,Skuter,89
39745,Kajetan,Drwięga,2,Rower,12
39746,Robert,Koźlak,2,Rower,11
39747,Aleksander,Hanusiak,3,Rower,47
39748,Dawid,Klamka,2,Pieszo,29
39749,Natan,Piechna,3,Samochód,4
39750,Apolonia,Jakimiak,3,Skuter,24
39751,Justyna,Misiuk,1,Rower,81
39752,Natan,Pyc,2,Skuter,33
39753,Sonia,Gołas,3,Samochód,48
39754,Robert,Strójwąs,1,Rower,3
39755,Alan,Szymańczyk,2,Rower,75
39756,Daniel,Panasewicz,4,Skuter,70
39757,Ignacy,Dyjach,3,Rower,46
39758,Ignacy,Kuszyk,3,Samochód,5
39759,Kornel,Śmieja,3,Pieszo,79
39760,Leon,Śledzik,4,Skuter,34
39761,Kamil,Makoś,2,Skuter,37
39762,Marcin,Fitrzyk,1,Skuter,21
39763,Krzysztof,Bany,3,Samochód,89
39764,Igor,Wojtiuk,3,Pieszo,72
39765,Anna Maria,Gregorowicz,3,Samochód,78
39766,Marek,Fiedoruk,1,Pieszo,56
39767,Elżbieta,Dorna,2,Hulajnoga,62
39768,Anita,Sztuba,1,Pieszo,58
39769,Norbert,Podsiedlik,4,Pieszo,77
39770,Lidia,Dobrosz,2,Hulajnoga,87
39771,Fryderyk,Doktór,3,Skuter,2
39772,Maciej,Skierka,1,Samochód,19
39773,Kamil,Szczechowicz,1,Hulajnoga,55
39774,Inga,Zieniewicz,4,Pieszo,71
39775,Bruno,Klos,2,Pieszo,50
39776,Miłosz,Kubów,4,Hulajnoga,88
39777,Julian,Jantos,2,Rower,28
39778,Natan,Wójcikiewicz,4,Pieszo,48
39779,Malwina,Szarzec,4,Skuter,66
39780,Nela,Mainka,3,Rower,43
39781,Mateusz,Ostafin,3,Pieszo,74
39782,Cyprian,Łosiak,2,Skuter,55
39783,Jan,Trochim,1,Hulajnoga,19
39784,Albert,Błasik,4,Pieszo,48
39785,Tadeusz,Widuch,2,Pieszo,51
39786,Marcelina,Gebauer,4,Hulajnoga,5
39787,Przemysław,Korek,4,Samochód,50
39788,Bianka,Buczma,1,Pieszo,87
39789,Józef,Turczyk,1,Rower,60
39790,Jerzy,Stebel,1,Hulajnoga,53
39791,Natan,Ubysz,3,Samochód,9
39792,Apolonia,Olchawa,1,Samochód,15
39793,Alex,Kniaź,3,Hulajnoga,52
39794,Malwina,Andrzejuk,2,Samochód,63
39795,Dagmara,Elert,1,Skuter,42
39796,Ryszard,Kolendo,4,Rower,86
39797,Miłosz,Gęca,3,Rower,44
39798,Mikołaj,Białczyk,1,Skuter,54
39799,Damian,Brodowicz,1,Hulajnoga,82
39800,Julian,Bruś,1,Skuter,70
39801,Klara,Nalewajek,4,Samochód,64
39802,Hubert,Godzisz,4,Skuter,12
39803,Cezary,Szyc,1,Hulajnoga,90
39804,Ida,Sornat,3,Rower,87
39805,Maciej,Cyman,1,Skuter,24
39806,Albert,Gapys,3,Hulajnoga,20
39807,Inga,Siwka,3,Pieszo,14
39808,Monika,Skolik,1,Pieszo,28
39809,Urszula,Posłuszna,4,Hulajnoga,9
39810,Ryszard,Wolan,3,Rower,61
39811,Róża,Turoń,4,Skuter,66
39812,Kornelia,Dworczak,2,Samochód,34
39813,Józef,Kościk,2,Rower,17
39814,Kaja,Berg,2,Rower,8
39815,Ewelina,Wojtczuk,2,Samochód,16
39816,Jan,Rząca,4,Samochód,36
39817,Gabriel,Pysz,4,Rower,9
39818,Nataniel,Sołtan,3,Skuter,77
39819,Kamila,Romańczyk,2,Hulajnoga,8
39820,Sebastian,Boś,4,Pieszo,26
39821,Radosław,Jakoniuk,4,Rower,18
39822,Oliwier,Uziębło,1,Hulajnoga,41
39823,Dorota,Roszko,4,Hulajnoga,76
39824,Julianna,Krężołek,1,Samochód,60
39825,Krystian,Popielarczyk,2,Samochód,35
39826,Kazimierz,Kloch,3,Skuter,38
39827,Tola,Wajer,1,Samochód,80
39828,Józef,Pazdan,3,Rower,44
39829,Julian,Flasza,2,Skuter,43
39830,Leon,Judek,4,Pieszo,53
39831,Jakub,Ragus,1,Samochód,62
39832,Marek,Wołos,3,Rower,19
39833,Piotr,Mazik,1,Samochód,38
39834,Apolonia,Ciuba,1,Hulajnoga,14
39835,Iwo,Wikło,1,Samochód,59
39836,Jędrzej,Ciepluch,1,Rower,28
39837,Jerzy,Gomoła,2,Skuter,14
39838,Bartek,Wyskiel,2,Samochód,85
39839,Julianna,Orman,2,Rower,33
39840,Iwo,Stachów,4,Rower,63
39841,Jędrzej,Ryczko,4,Skuter,56
39842,Natan,Kośnik,3,Pieszo,78
39843,Józef,Jasina,2,Samochód,29
39844,Witold,Kontny,3,Pieszo,43
39845,Dagmara,Smorąg,2,Hulajnoga,71
39846,Borys,Masiak,4,Samochód,13
39847,Dorota,Klaja,4,Rower,44
39848,Ewelina,Wajdzik,2,Skuter,28
39849,Marianna,Bałdys,4,Pieszo,49
39850,Ignacy,Sochaj,3,Samochód,14
39851,Bartek,Chyb,2,Samochód,67
39852,Tobiasz,Łuszczak,3,Hulajnoga,4
39853,Julita,Ratka,4,Samochód,82
39854,Grzegorz,Włodyka,1,Skuter,34
39855,Marcelina,Tylka,1,Rower,40
39856,Przemysław,Zagrajek,3,Hulajnoga,89
39857,Maks,Misiarz,1,Samochód,48
39858,Miłosz,Siwczak,1,Skuter,49
39859,Jakub,Plona,2,Hulajnoga,38
39860,Ignacy,Dankiewicz,4,Pieszo,7
39861,Roksana,Miechowicz,3,Pieszo,64
39862,Marcel,Proć,4,Pieszo,59
39863,Mieszko,Sadza,4,Rower,1
39864,Kazimierz,Nazar,4,Samochód,38
39865,Natan,Wawszczak,1,Rower,51
39866,Fryderyk,Calik,1,Samochód,48
39867,Marcelina,Igras,1,Pieszo,88
39868,Jan,Grosz,2,Rower,89
39869,Gaja,Barłóg,1,Rower,70
39870,Blanka,Plizga,3,Rower,88
39871,Cyprian,Minta,3,Pieszo,60
39872,Julianna,Szulist,2,Hulajnoga,21
39873,Adrianna,Dziewa,3,Pieszo,77
39874,Adrian,Miodek,2,Skuter,27
39875,Mateusz,Ławniczek,2,Samochód,53
39876,Kamila,Wyderka,2,Pieszo,81
39877,Rozalia,Myrcha,1,Hulajnoga,72
39878,Julian,Hermann,4,Pieszo,85
39879,Kornelia,Kulus,3,Hulajnoga,11
39880,Adrianna,Wons,1,Hulajnoga,74
39881,Aleksander,Gągała,2,Samochód,82
39882,Marcel,Szaj,3,Hulajnoga,84
39883,Maks,Fabiańczyk,2,Pieszo,89
39884,Ida,Prażmo,4,Pieszo,30
39885,Albert,Gryta,4,Hulajnoga,25
39886,Karina,Dawidczyk,2,Pieszo,3
39887,Fryderyk,Proć,1,Rower,62
39888,Elżbieta,Bazylewicz,3,Rower,0
39889,Olgierd,Makar,4,Pieszo,87
39890,Filip,Wawrzyńczyk,3,Rower,80
39891,Dagmara,Mularz,1,Pieszo,83
39892,Ignacy,Cal,3,Pieszo,81
39893,Urszula,Szymaniuk,2,Skuter,70
39894,Jan,Szymała,2,Hulajnoga,86
39895,Michał,Pal,3,Rower,61
39896,Jerzy,Romankiewicz,3,Samochód,88
39897,Apolonia,Krzywoń,3,Skuter,78
39898,Alan,Frydrychowicz,3,Hulajnoga,24
39899,Jakub,Łacina,1,Samochód,27
39900,Eryk,Drywa,3,Rower,56
39901,Natasza,Ważna,1,Pieszo,9
39902,Anna Maria,Gosik,4,Samochód,60
39903,Bruno,Podkowa,1,Pieszo,63
39904,Tadeusz,Herda,3,Samochód,81
39905,Wiktor,Rode,4,Rower,41
39906,Ewelina,Kaczka,2,Skuter,78
39907,Nicole,Lepa,4,Samochód,23
39908,Bartek,Kornak,2,Rower,56
39909,Aniela,Gorgol,1,Hulajnoga,64
39910,Jeremi,Kubaczyk,1,Samochód,30
39911,Angelika,Trybus,3,Samochód,59
39912,Stefan,Bałazy,3,Samochód,40
39913,Karol,Nyk,3,Rower,22
39914,Rozalia,Gradek,4,Samochód,76
39915,Anna Maria,Łabuś,1,Pieszo,47
39916,Fryderyk,Gendera,1,Hulajnoga,72
39917,Ewa,Tylman,2,Samochód,5
39918,Klara,Kut,2,Rower,71
39919,Julita,Rykała,1,Pieszo,29
39920,Ernest,Preuss,3,Hulajnoga,69
39921,Tymon,Kuczaj,2,Pieszo,67
39922,Róża,Żbik,3,Samochód,61
39923,Mieszko,Tabak,2,Rower,27
39924,Antoni,Janiga,4,Rower,90
39925,Agnieszka,Szałkiewicz,1,Samochód,0
39926,Wiktor,Bąkiewicz,3,Rower,31
39927,Borys,Kutnik,4,Skuter,75
39928,Tola,Budkiewicz,2,Hulajnoga,26
39929,Dawid,Roszkiewicz,2,Samochód,11
39930,Krzysztof,Gęca,2,Skuter,59
39931,Józef,Posłuszna,4,Pieszo,33
39932,Borys,Kucab,4,Samochód,26
39933,Aleks,Wiese,1,Samochód,31
39934,Anastazja,Kołata,1,Hulajnoga,18
39935,Mariusz,Tworzydło,4,Pieszo,51
39936,Jakub,Mikita,3,Skuter,34
39937,Krystian,Dziób,1,Rower,43
39938,Urszula,Kiwior,2,Skuter,84
39939,Apolonia,Kierat,2,Skuter,32
39940,Anastazja,Koj,1,Pieszo,29
39941,Adam,Brejnak,1,Pieszo,39
39942,Tymon,Thomas,4,Pieszo,89
39943,Sonia,Wójcikiewicz,3,Hulajnoga,38
39944,Monika,Apanowicz,4,Samochód,38
39945,Michał,Harasimiuk,4,Samochód,20
39946,Sylwia,Beck,1,Rower,23
39947,Rafał,Oleksiewicz,1,Skuter,68
39948,Aniela,Korzonek,3,Hulajnoga,35
39949,Oskar,Michnik,2,Rower,20
39950,Mieszko,Sądej,2,Rower,73
39951,Sandra,Szkatuła,2,Pieszo,46
39952,Hubert,Iskierka,3,Hulajnoga,28
39953,Grzegorz,Orpel,2,Rower,70
39954,Bartek,Dobroń,1,Hulajnoga,56
39955,Albert,Orawiec,4,Rower,13
39956,Oliwier,Bełza,1,Skuter,37
39957,Natasza,Margas,3,Samochód,12
39958,Kacper,Jagiełka,4,Pieszo,71
39959,Marcin,Krzystek,3,Rower,42
39960,Witold,Łasica,1,Pieszo,24
39961,Gustaw,Lewicz,2,Rower,36
39962,Lidia,Anders,1,Hulajnoga,17
39963,Arkadiusz,Aleksandrzak,2,Skuter,54
39964,Ida,Bogumił,1,Skuter,57
39965,Dorota,Heller,4,Pieszo,50
39966,Błażej,Kubisz,3,Hulajnoga,63
39967,Paweł,Mazepa,1,Hulajnoga,65
39968,Maciej,Dubis,2,Skuter,23
39969,Adrianna,Laszuk,2,Samochód,12
39970,Gabriel,Kielich,2,Skuter,17
39971,Stefan,Buława,2,Samochód,2
39972,Justyna,Kaletka,4,Skuter,74
39973,Konrad,Staniewicz,4,Skuter,43
39974,Hubert,Dynak,4,Samochód,42
39975,Konrad,Pierz,3,Pieszo,30
39976,Julianna,Czerner,3,Rower,77
39977,Cyprian,Patalas,1,Pieszo,19
39978,Anita,Długozima,2,Hulajnoga,6
39979,Miłosz,Nagórka,2,Hulajnoga,65
39980,Albert,Front,2,Pieszo,5
39981,Borys,Neugebauer,1,Pieszo,86
39982,Artur,Lisoń,4,Hulajnoga,89
39983,Tymon,Wojtalik,3,Pieszo,72
39984,Stanisław,Ratka,2,Skuter,83
39985,Franciszek,Oślizło,3,Rower,87
39986,Dorota,Miękina,2,Hulajnoga,33
39987,Justyna,Pych,2,Samochód,47
39988,Marika,Mosiołek,4,Hulajnoga,24
39989,Justyna,Breś,4,Samochód,69
39990,Mateusz,Komuda,1,Samochód,63
39991,Bianka,Pabisiak,1,Samochód,70
39992,Maurycy,Maciejewicz,2,Rower,8
39993,Inga,Szrama,2,Skuter,86
39994,Krystian,Oleksik,3,Rower,24
39995,Radosław,Bartłomiejczyk,4,Skuter,18
39996,Julita,Kościk,1,Skuter,50
39997,Tomasz,Wziątek,1,Pieszo,78
39998,Karol,Huczek,4,Hulajnoga,79
39999,Nicole,Kott,1,Skuter,87
40000,Leon,Białous,4,Samochód,85
40001,Leon,Łepek,2,Samochód,24
40002,Dawid,Rolek,1,Rower,76
40003,Cezary,Bartoszak,3,Rower,33
40004,Konstanty,Kandziora,2,Hulajnoga,73
40005,Anna Maria,Burnat,2,Samochód,90
40006,Elżbieta,Mrotek,2,Skuter,72
40007,Krzysztof,Pleśniak,2,Skuter,46
40008,Bartek,Nazarewicz,4,Skuter,78
40009,Norbert,Stochel,4,Samochód,65
40010,Rafał,Paleń,1,Skuter,30
40011,Ryszard,Fiołek,4,Samochód,50
40012,Stanisław,Jakimiak,3,Skuter,44
40013,Róża,Cuch,3,Samochód,3
40014,Patryk,Kapuścik,1,Samochód,25
40015,Tomasz,Mądrzyk,3,Hulajnoga,79
40016,Borys,Jasina,3,Samochód,41
40017,Stanisław,Szymańczyk,1,Skuter,90
40018,Artur,Kuba,4,Rower,52
40019,Jerzy,Pyć,2,Samochód,40
40020,Fabian,Wygoda,4,Hulajnoga,7
40021,Sylwia,Hanusiak,4,Hulajnoga,54
40022,Mieszko,Rudyk,1,Hulajnoga,69
40023,Tadeusz,Kulus,4,Rower,63
40024,Alex,Ostapiuk,3,Hulajnoga,36
40025,Patryk,Zbiciak,3,Hulajnoga,57
40026,Daniel,Steuer,1,Skuter,58
40027,Arkadiusz,Łyś,1,Skuter,73
40028,Daniel,Seweryniak,1,Pieszo,33
40029,Kacper,Kabala,4,Hulajnoga,46
40030,Stanisław,Stempniak,4,Skuter,57
40031,Jan,Paluszak,2,Pieszo,27
40032,Klara,Madziar,4,Rower,9
40033,Blanka,Łęgowik,4,Pieszo,25
40034,Aleksander,Surdyk,3,Hulajnoga,14
40035,Klara,Przekop,4,Samochód,87
40036,Franciszek,Łokaj,2,Hulajnoga,53
40037,Gaja,Zysk,2,Samochód,0
40038,Aniela,Figat,4,Skuter,18
40039,Kamila,Michel,1,Hulajnoga,86
40040,Sebastian,Aleksa,3,Hulajnoga,72
40041,Dorota,Miksza,4,Skuter,63
40042,Przemysław,Penkala,1,Hulajnoga,73
40043,Malwina,Jaremko,1,Rower,90
40044,Józef,Jewuła,1,Samochód,32
40045,Róża,Obiała,2,Rower,36
40046,Kalina,Młyńczak,4,Samochód,38
40047,Karol,Szrama,2,Hulajnoga,12
40048,Nicole,Kuziora,1,Hulajnoga,47
40049,Aniela,Herba,4,Samochód,35
40050,Dariusz,Wika,3,Pieszo,12
40051,Marianna,Droździel,1,Skuter,8
40052,Alex,Olszowa,3,Samochód,54
40053,Anita,Kiljan,4,Rower,19
40054,Igor,Wojtasiewicz,3,Samochód,27
40055,Sebastian,Siciarz,1,Rower,60
40056,Gaja,Musiolik,3,Pieszo,72
40057,Kacper,Zadora,3,Skuter,28
40058,Justyna,Chojak,3,Skuter,89
40059,Malwina,Sommer,4,Samochód,39
40060,Bianka,Guźniczak,3,Skuter,57
40061,Patryk,Klyta,2,Hulajnoga,13
40062,Aurelia,Łusiak,2,Hulajnoga,21
40063,Nataniel,Świergiel,2,Pieszo,69
40064,Maurycy,Wydrych,2,Samochód,64
40065,Cezary,Hutyra,3,Pieszo,22
40066,Ida,Paw,4,Samochód,30
40067,Inga,Żółtek,2,Pieszo,42
40068,Paweł,Piątkiewicz,3,Skuter,12
40069,Jacek,Jamroz,1,Pieszo,54
40070,Radosław,Szumny,4,Skuter,13
40071,Kacper,Koloch,2,Samochód,33
40072,Lidia,Forysiak,3,Rower,35
40073,Anita,Szyba,1,Hulajnoga,12
40074,Mariusz,Strzała,4,Rower,50
40075,Marianna,Klus,3,Skuter,11
40076,Marika,Jamroży,1,Hulajnoga,80
40077,Filip,Matela,3,Hulajnoga,29
40078,Natasza,Dąbkiewicz,3,Skuter,75
40079,Tola,Pociask,2,Rower,48
40080,Janina,Danisz,2,Hulajnoga,79
40081,Monika,Zbroja,4,Samochód,21
40082,Kaja,Skupin,2,Samochód,49
40083,Antoni,Wołk,2,Samochód,14
40084,Liwia,Łaś,3,Samochód,76
40085,Fryderyk,Dudziec,3,Pieszo,65
40086,Roksana,Oleszko,3,Rower,85
40087,Albert,Makaruk,3,Pieszo,19
40088,Antoni,Lisoń,4,Hulajnoga,81
40089,Apolonia,Matla,3,Samochód,77
40090,Maksymilian,Linkiewicz,3,Samochód,57
40091,Bartek,Wrochna,2,Rower,71
40092,Nataniel,Parzonka,4,Rower,14
40093,Krzysztof,Kościelak,2,Skuter,15
40094,Róża,Matwiejczyk,3,Samochód,44
40095,Marianna,Jessa,1,Samochód,62
40096,Miłosz,Polasik,4,Hulajnoga,61
40097,Józef,Cuch,2,Pieszo,69
40098,Hubert,Dynak,2,Hulajnoga,87
40099,Leonard,Klos,3,Samochód,63
40100,Stanisław,Sromek,3,Skuter,14
40101,Mieszko,Stypka,4,Samochód,40
40102,Nicole,Radzewicz,4,Pieszo,8
40103,Ignacy,Żelazek,3,Rower,54
40104,Rafał,Kumorek,3,Skuter,40
40105,Lidia,Wawak,1,Pieszo,79
40106,Tymoteusz,Dziadura,3,Skuter,11
40107,Roksana,Ziarno,1,Samochód,62
40108,Natan,Wisz,3,Hulajnoga,43
40109,Janina,Budrewicz,4,Samochód,61
40110,Aniela,Członka,2,Skuter,89
40111,Kornel,Mielcarz,3,Samochód,18
40112,Olga,Jaroch,4,Hulajnoga,26
40113,Agnieszka,Dycha,3,Hulajnoga,70
40114,Błażej,Kieloch,2,Samochód,24
40115,Norbert,Bartoszak,2,Rower,62
40116,Hubert,Sulik,2,Hulajnoga,45
40117,Patryk,Wołk,2,Hulajnoga,8
40118,Aurelia,Sopata,2,Skuter,71
40119,Stanisław,Kozar,4,Samochód,82
40120,Cezary,Jędrys,4,Hulajnoga,13
40121,Gustaw,Wojciech,1,Pieszo,27
40122,Monika,Bulczak,4,Skuter,76
40123,Maciej,Kurzydło,4,Pieszo,20
40124,Ewelina,Bereś,4,Rower,42
40125,Apolonia,Mazepa,2,Hulajnoga,31
40126,Marek,Szuta,3,Samochód,63
40127,Radosław,Flisiak,4,Samochód,58
40128,Andrzej,Micał,3,Pieszo,50
40129,Kaja,Malesza,3,Rower,21
40130,Robert,Grabczak,2,Rower,3
40131,Julita,Niedośpiał,4,Hulajnoga,54
40132,Fryderyk,Habdas,1,Skuter,32
40133,Michał,Kmak,1,Pieszo,27
40134,Ida,Piaścik,3,Skuter,27
40135,Eliza,Żołnierczyk,1,Hulajnoga,26
40136,Oliwier,Balawender,1,Skuter,36
40137,Marika,Smela,3,Rower,34
40138,Maurycy,Citko,3,Pieszo,66
40139,Dorota,Kott,1,Hulajnoga,47
40140,Kaja,Lelito,2,Samochód,73
40141,Klara,Kędziorek,4,Skuter,81
40142,Nataniel,Wawrzynowicz,4,Rower,2
40143,Aleks,Czerkies,3,Rower,85
40144,Ryszard,Kusek,2,Hulajnoga,35
40145,Adam,Syldatk,3,Rower,34
40146,Gabriel,Stranc,2,Pieszo,86
40147,Klara,Kosela,4,Samochód,55
40148,Karol,Hendzel,1,Rower,2
40149,Krystyna,Kajak,3,Pieszo,76
40150,Juliusz,Siebert,1,Skuter,42
40151,Cezary,Waluk,4,Samochód,0
40152,Ernest,Kulma,1,Skuter,4
40153,Eryk,Laszkiewicz,1,Pieszo,69
40154,Cyprian,Plaskota,3,Skuter,23
40155,Klara,Kudra,2,Rower,20
40156,Urszula,Dziadowicz,1,Skuter,23
40157,Agnieszka,Budzeń,4,Pieszo,58
40158,Cezary,Miecznik,1,Skuter,27
40159,Inga,Mętel,4,Pieszo,58
40160,Julian,Nickel,3,Skuter,38
40161,Norbert,Kubrak,2,Pieszo,45
40162,Nicole,Prokurat,3,Rower,22
40163,Julian,Zawodnik,3,Samochód,89
40164,Dawid,Bogdał,2,Skuter,54
40165,Lidia,Abramczuk,3,Skuter,12
40166,Julianna,Jakóbik,3,Pieszo,57
40167,Gabriel,Stąpor,4,Skuter,63
40168,Ewa,Stypuła,2,Pieszo,57
40169,Kajetan,Olma,3,Hulajnoga,16
40170,Jakub,Detka,3,Hulajnoga,20
40171,Michał,Kalarus,3,Hulajnoga,83
40172,Przemysław,Irzyk,4,Rower,59
40173,Monika,Sajewicz,3,Skuter,71
40174,Ernest,Łuczyk,3,Pieszo,3
40175,Ida,Sądej,2,Pieszo,69
40176,Maksymilian,Wardzała,3,Samochód,75
40177,Nikodem,Budrewicz,2,Rower,14
40178,Fryderyk,Krzan,2,Hulajnoga,67
40179,Elżbieta,Wrochna,2,Hulajnoga,30
40180,Tomasz,Jakubiuk,3,Skuter,44
40181,Sara,Marach,2,Rower,88
40182,Emil,Cuch,1,Hulajnoga,66
40183,Krystian,Myszak,2,Pieszo,53
40184,Stefan,Strządała,2,Skuter,33
40185,Leon,Sarota,2,Rower,28
